iter	MultiClass
168	0.04770747476
169	0.04731017146
170	0.0468905733
171	0.04650698498
172	0.04610025095
173	0.04569998205
174	0.04530603392
175	0.04491826631
176	0.0445365429
177	0.04417977057
178	0.04380943975
179	0.04344477329
180	0.04310409143
181	0.04275010371
182	0.04240143055
183	0.04205795941
184	0.04171958082
185	0.04140868415
186	0.04113815058
187	0.04081321317
188	0.04049298414
189	0.04017736707
190	0.03986626804
191	0.03955959558
192	0.03925726056
193	0.03897941037
194	0.03868519584
195	0.03840839171
196	0.03812209218
197	0.03783972678
198	0.03756121888
199	0.03729881574
200	0.03707575734
201	0.03680754986
202	0.03654292796
203	0.03628182356
204	0.03603754601
205	0.03578309807
206	0.03553197657
207	0.03528411967
208	0.035039467
209	0.0347979596
210	0.03460210386
211	0.03436615705
212	0.03413319723
213	0.03390317055
214	0.03367602435
215	0.03345170722
216	0.03323016891
217	0.03301136031
218	0.03279523344
219	0.03258174137
220	0.03237083826
221	0.03216247927
222	0.03195662057
223	0.03175321927
224	0.03156270591
225	0.03136396768
226	0.03116756602
227	0.03097346164
228	0.03078161609
229	0.03060196836
230	0.03041441052
231	0.03024171511
232	0.0300582714
233	0.02987691075
234	0.02969759928
235	0.0295203038
236	0.02934499182
237	0.02918234275
238	0.02901078124
239	0.02884111171
240	0.02867330421
241	0.02850732942
242	0.02834315862
243	0.02818076364
244	0.02803117208
245	0.02787212307
246	0.02771477074
247	0.02756988898
248	0.02741573341
249	0.02726319989
250	0.02712023295
251	0.02697078529
252	0.02682288879
253	0.02667652028
254	0.02653165704
255	0.02639827828
256	0.02625625282
257	0.02611566867
258	0.02597650475
259	0.02583874041
260	0.02570235536
261	0.02561284797
262	0.0254787017
263	0.02534588279
264	0.02521437232
265	0.0250841517
266	0.02495520267
267	0.02482750733
268	0.02470104809
269	0.02459823073
270	0.02447397102
271	0.02438885264
272	0.02426658784
273	0.02414548397
274	0.02402552508
275	0.02390669556
276	0.02379528975
277	0.02367861276
278	0.02356302069
279	0.02344849894
280	0.02333958153
281	0.02322711647
282	0.02311568003
283	0.02300525862
284	0.02289583884
285	0.02278740757
286	0.02267995186
287	0.02257345903
288	0.02246791657
289	0.02236331222
290	0.02225963389
291	0.02215686971
292	0.02205850406
293	0.02195750363
294	0.02186434236
295	0.02176502814
296	0.02166657278
297	0.02157348887
298	0.02148187838
299	0.0213858521
300	0.02129064369
301	0.02119624305
302	0.02113304797
303	0.02104650385
304	0.02095415419
305	0.02086257735
306	0.02077176395
307	0.02068170474
308	0.02059790198
309	0.02052383836
310	0.02043582083
311	0.02034852397
312	0.02026803309
313	0.02018210044
314	0.02010148233
315	0.02001689531
316	0.0199329885
317	0.01984975393
318	0.01977302354
319	0.01970543309
320	0.01962400418
321	0.01954321885
322	0.01948923599
323	0.01942395462
324	0.019344734
325	0.0192704295
326	0.01919240433
327	0.01913908198
328	0.01906207137
329	0.01898565418
330	0.01891524811
331	0.01884411738
332	0.01876936547
333	0.0186951818
334	0.01862156008
335	0.01854849411
336	0.01847845229
337	0.01841837969
338	0.01834683663
339	0.01827582657
340	0.01820534374
341	0.01813538243
342	0.01807091157
343	0.01800193834
344	0.01793347042
345	0.01786550241
346	0.01779802899
347	0.01774218593
348	0.01767560438
349	0.01760950276
350	0.01754755792
351	0.017482374
352	0.01742230201
353	0.01735800931
354	0.01729878116
355	0.01723536178
356	0.01719365808
357	0.0171309785
358	0.01706873834
359	0.01702623151
360	0.01696472082
361	0.01690363764
362	0.01684297763
363	0.01678273652
364	0.0167272392
365	0.01667115264
366	0.01661544795
367	0.01655676333
368	0.01650181229
369	0.01644389864
370	0.01638637646
371	0.01632924188
372	0.01627249109
373	0.01621612031
374	0.01616012583
375	0.01610450398
376	0.01604925114
377	0.01599436371
378	0.01593983818
379	0.01588567104
380	0.01583185886
381	0.01577839823
382	0.0157252858
383	0.01567251825
384	0.0156200923
385	0.01556800472
386	0.01551625231
387	0.01546483191
388	0.01541374042
389	0.01536297475
390	0.01531253185
391	0.01526240874
392	0.01521260243
393	0.01516311001
394	0.01511747678
395	0.0150705683
396	0.015021965
397	0.01497366453
398	0.01492566412
399	0.01487796106
400	0.01484663156
401	0.01479941595
402	0.01475249058
403	0.01470585283
404	0.01465950013
405	0.01461342992
406	0.01457025494
407	0.01452472588
408	0.01447947199
409	0.01443449083
410	0.01438977997
411	0.01434533705
412	0.01430115972
413	0.01425724563
414	0.0142135925
415	0.01417019805
416	0.01412854198
417	0.01408564969
418	0.0140430095
419	0.01400061921
420	0.0139584767
421	0.01391657983
422	0.01387492651
423	0.01383649676
424	0.01379530635
425	0.01375577042
426	0.01371504515
427	0.0136745535
428	0.01363429349
429	0.01359426317
430	0.01355733537
431	0.0135177417
432	0.01347837217
433	0.01344213085
434	0.01340318712
435	0.01336446214
436	0.01332595412
437	0.01329027358
438	0.01325217903
439	0.01321429627
440	0.01317877231
441	0.01314129575
442	0.01310402593
443	0.01306964125
444	0.01303276461
445	0.01299859903
446	0.01296211037
447	0.0129258205
448	0.01288972783
449	0.0128538308
450	0.01282071702
451	0.01278519202
452	0.01274985815
453	0.01271471389
454	0.01268230211
455	0.01264751843
456	0.01261292004
457	0.01257850549
458	0.01254427335
459	0.01251022218
460	0.01248219152
461	0.01245039205
462	0.01241683406
463	0.01238345184
464	0.01235024402
465	0.01231720928
466	0.01228434628
467	0.01225165371
468	0.01222045773
469	0.01218809535
470	0.01215702047
471	0.01212498448
472	0.01209311264
473	0.01206140372
474	0.01202985649
475	0.01199846974
476	0.01196724227
477	0.01193794995
478	0.01190702827
479	0.01187626241
480	0.01184565121
481	0.01181519352
482	0.01178488822
483	0.01175473418
484	0.01172988877
485	0.01170000775
486	0.01167959386
487	0.0116499615
488	0.01162047548
489	0.01159113475
490	0.01156394883
491	0.0115359394
492	0.01150701309
493	0.01147822801
494	0.0114512368
495	0.01142272291
496	0.0113943473
497	0.01136814934
498	0.01134003707
499	0.01131206023
500	0.01128421784
501	0.01126131188
502	0.01123371217
503	0.01120823386
504	0.01118088693
505	0.01115367003
506	0.01112658224
507	0.01109962266
508	0.0110727904
509	0.01104608456
510	0.01101950428
511	0.01099304869
512	0.01096671691
513	0.01094241048
514	0.01091631456
515	0.01089033998
516	0.01086554324
517	0.01083980402
518	0.01081684699
519	0.01079576803
520	0.01077034993
521	0.01074504857
522	0.01072089749
523	0.01069582252
524	0.01067086198
525	0.01064601507
526	0.01062128104
527	0.01059665914
528	0.01057214861
529	0.01054774871
530	0.0105234587
531	0.01049927787
532	0.01048313242
533	0.01045913177
534	0.01043523838
535	0.01041318107
536	0.01038949204
537	0.01036590822
538	0.01034242892
539	0.01031905345
540	0.01029578114
541	0.01027261131
542	0.01025243519
543	0.01022945578
544	0.01021056889
545	0.01019496057
546	0.01017302706
547	0.0101511897
548	0.01012865135
549	0.01010750016
550	0.01008515096
551	0.0100628983
552	0.01004074156
553	0.01001868015
554	0.00999671344
555	0.009974840845
556	0.009953061765
557	0.009931375611
558	0.009909781797
559	0.009888279743
560	0.009866868874
561	0.009846776811
562	0.009825541279
563	0.009805927513
564	0.009784863748
565	0.009763888436
566	0.009743001029
567	0.009723402872
568	0.009702684498
569	0.009682052443
570	0.009661506176
571	0.00964104517
572	0.009620668903
573	0.009600376856
574	0.009580168517
575	0.009560043373
576	0.009540000921
577	0.009520040658
578	0.009500162085
579	0.009480364711
580	0.009460648043
581	0.009441011598
582	0.009421454892
583	0.009401977447
584	0.009382578789
585	0.009364658058
586	0.009347424249
587	0.009329037216
588	0.009309931885
589	0.009290903127
590	0.009275265188
591	0.009256374723
592	0.009237559562
593	0.009218819261
594	0.009200816704
595	0.009188591503
596	0.009170045373
597	0.009151572527
598	0.009133172534
599	0.009114844972
600	0.009096589419
601	0.009079454618
602	0.009061337618
603	0.009043291407
604	0.009025315576
605	0.009007409719
606	0.008989573434
607	0.008971806321
608	0.008954107983
609	0.008936478027
610	0.008918916063
611	0.008901421703
612	0.008883994561
613	0.008866634257
614	0.008849340411
615	0.00883310877
616	0.008815942818
617	0.008798842226
618	0.008781806627
619	0.008764835655
620	0.008747928948
621	0.008731086146
622	0.008714306891
623	0.00869759083
624	0.008680937611
625	0.008664346883
626	0.0086478183
627	0.008631351518
628	0.008614946195
629	0.008598601992
630	0.00858290116
631	0.008566676084
632	0.008550511137
633	0.008534405987
634	0.008518360309
635	0.008502373778
636	0.00848644607
637	0.008470576866
638	0.008455680954
639	0.008440628491
640	0.008424926937
641	0.008409282662
642	0.00839464957
643	0.008379115374
644	0.008363637556
645	0.008348215811
646	0.00833284984
647	0.008317539343
648	0.008302832457
649	0.008287630103
650	0.008272482351
651	0.008257388912
652	0.008242349496
653	0.008228232391
654	0.00821329699
655	0.008199082198
656	0.008184250544
657	0.008169471531
658	0.008154744885
659	0.008140070329
660	0.008125447591
661	0.008110876401
662	0.008097881248
663	0.008083406907
664	0.008068983341
665	0.008057120852
666	0.0080427891
667	0.008029098417
668	0.008014864433
669	0.00800067998
670	0.007986544803
671	0.007972458648
672	0.007958421264
673	0.007944432401
674	0.00793049181
675	0.007916599244
676	0.007902754459
677	0.0078899443
678	0.007876190832
679	0.007862484438
680	0.007848824879
681	0.007835211918
682	0.00782164532
683	0.007808124852
684	0.00779465028
685	0.007781221374
686	0.007767837906
687	0.007754499646
688	0.007741206369
689	0.007727957851
690	0.007714753868
691	0.007701594198
692	0.007688478621
693	0.007675406919
694	0.007662378873
695	0.007649394268
696	0.007636452889
697	0.007623554524
698	0.00761069896
699	0.007597885987
700	0.007585115396
701	0.007573828642
702	0.007561137365
703	0.007549359464
704	0.007536748585
705	0.007524179101
706	0.007511650811
707	0.007500058322
708	0.007487608783
709	0.007475199857
710	0.007462831347
711	0.007450503059
712	0.007438660939
713	0.007426411104
714	0.00741420092
715	0.007402030195
716	0.007389898742
717	0.007377806372
718	0.007365752899
719	0.007353738137
720	0.007341761902
721	0.007329824011
722	0.007317924282
723	0.007306062534
724	0.007295086266
725	0.00728329714
726	0.007271545473
727	0.00726050677
728	0.007248827302
729	0.007237184777
730	0.007226412629
731	0.00721484074
732	0.007203305292
733	0.007191806114
734	0.007180343037
735	0.007168915893
736	0.007157524516
737	0.007146582811
738	0.00713526121
739	0.007123974885
740	0.007112723675
741	0.007101507416
742	0.007090325949
743	0.007079179112
744	0.007068066748
745	0.007056988698
746	0.007045944804
747	0.007034934912
748	0.007023958865
749	0.007013016509
750	0.007002107691
751	0.006991232258
752	0.00698039006
753	0.006969580945
754	0.006959199499
755	0.006948454931
756	0.006937743006
757	0.006927063575
758	0.006916416494
759	0.006905801616
760	0.006895218797
761	0.006884667894
762	0.006874148764
763	0.006863661264
764	0.006853205254
765	0.006843163991
766	0.006832769422
767	0.006822405928
768	0.006812702363
769	0.006802398693
770	0.006792125697
771	0.006782261229
772	0.006772779481
773	0.006762594355
774	0.006752439381
775	0.006742314426
776	0.006732943784
777	0.006722876255
778	0.006712838363
779	0.006702829978
780	0.006692850972
781	0.006682901217
782	0.006672980585
783	0.00666308895
784	0.006653226186
785	0.006643392168
786	0.006633586773
787	0.006623809875
788	0.006614061353
789	0.006605447717
790	0.006595752325
791	0.006586084958
792	0.006576445495
793	0.006566833818
794	0.006558878417
795	0.006549317182
796	0.006539783399
797	0.00653027695
798	0.00652079772
799	0.006511345592
800	0.006501920451
801	0.006492522183
802	0.006483150675
803	0.006473805813
804	0.006464487486
805	0.00645519558
806	0.006445929985
807	0.00643669059
808	0.006427477286
809	0.006418289963
810	0.006409467989
811	0.00640033137
812	0.006391220411
813	0.006382787155
814	0.0063737253
815	0.006364688793
816	0.00635619594
817	0.006347590135
818	0.00633862651
819	0.006329687826
820	0.006320773982
821	0.006311884875
822	0.006303020403
823	0.006297222085
824	0.00628839816
825	0.006279598603
826	0.00627234523
827	0.006263589844
828	0.006254858544
829	0.006246151233
830	0.006237467813
831	0.006228808185
832	0.006220172254
833	0.006211559924
834	0.006202971097
835	0.00619440568
836	0.006185863577
837	0.006177344694
838	0.006168848937
839	0.006160376214
840	0.006152532616
841	0.006144589013
842	0.0061361818
843	0.006127797265
844	0.006119435316
845	0.006111576816
846	0.006103603462
847	0.006095306498
848	0.006087031772
849	0.006078779194
850	0.006070548677
851	0.006062340133
852	0.006054153475
853	0.006045988617
854	0.006037845472
855	0.006029723954
856	0.006021623978
857	0.006013545459
858	0.006005488313
859	0.005997452456
860	0.005989437804
861	0.005981444275
862	0.005973471785
863	0.005965520252
864	0.005958423673
865	0.005950511592
866	0.005942620232
867	0.005934749514
868	0.005926899357
869	0.005919069681
870	0.005911260407
871	0.005903471455
872	0.005895702748
873	0.005887954207
874	0.005880225754
875	0.005872517311
876	0.005864828803
877	0.005857160153
878	0.005849511283
879	0.005841882119
880	0.005834272584
881	0.005826682605
882	0.005819112106
883	0.005811561013
884	0.005804029252
885	0.005797054313
886	0.00578955957
887	0.005782083946
888	0.005774627367
889	0.005767189762
890	0.005759771059
891	0.005752371186
892	0.005744990073
893	0.005737627648
894	0.005730794721
895	0.005723992929
896	0.005716683456
897	0.005709392402
898	0.005702119699
899	0.005694865279
900	0.005687629073
901	0.005680411012
902	0.00567321103
903	0.005666029059
904	0.005659277495
905	0.005652397246
906	0.005645267209
907	0.005638154924
908	0.005631060325
909	0.005623983347
910	0.005617217578
911	0.005610174923
912	0.005603149698
913	0.005596141837
914	0.005589151278
915	0.005582177956
916	0.005575221809
917	0.005568282773
918	0.005561620164
919	0.005555112494
920	0.005548222802
921	0.005541349979
922	0.005534493963
923	0.005527654695
924	0.005521320322
925	0.005514513129
926	0.005507722506
927	0.005500948393
928	0.00549419073
929	0.005487449457
930	0.005480724516
931	0.005474015848
932	0.00546847018
933	0.005461791062
934	0.005455605282
935	0.005448957129
936	0.005442324973
937	0.005435708757
938	0.005429356322
939	0.005422771235
940	0.00541620192
941	0.005409648321
942	0.005403110382
943	0.005396588047
944	0.005390081261
945	0.005383964942
946	0.005377488177
947	0.005371026801
948	0.005364580757
949	0.005358149993
950	0.005351734454
951	0.005345334088
952	0.005338948839
953	0.005332578656
954	0.005326223486
955	0.005319883276
956	0.005313557973
957	0.005307247526
958	0.005300951882
959	0.005294670991
960	0.0052884048
961	0.005282153258
962	0.005275916315
963	0.00526969392
964	0.005263486022
965	0.005257292571
966	0.005251113517
967	0.00524494881
968	0.005238798401
969	0.005232662241
970	0.00522654028
971	0.00522043247
972	0.005214338761
973	0.005208259106
974	0.005202193456
975	0.005196141764
976	0.005190103981
977	0.00518408006
978	0.005180626824
979	0.005174624631
980	0.005168636179
981	0.00516266142
982	0.005156700309
983	0.005150752798
984	0.005144818842
985	0.005138898395
986	0.005133413351
987	0.00512751879
988	0.005121637605
989	0.005117611961
990	0.005111753182
991	0.005106128042
992	0.005100295242
993	0.005094475609
994	0.0050886691
995	0.005083267028
996	0.005077485724
997	0.005071717415
998	0.005065962058
999	0.005060219609
